Date,AAPL,ADBE,AMD,CSCO,CTSH,CTXS,HPQ,IBM,NVDA
2012-11-01,18.238739013671875,34.36000061035156,2.140000104904175,12.81820011138916,31.30084800720215,48.6468620300293,4.771429538726807,126.99366760253906,2.8801846504211426
2012-11-02,17.63519859313965,34.38999938964844,2.0999999046325684,12.70107650756836,30.807188034057617,47.92089080810547,4.689634799957275,124.5974349975586,2.86641526222229
2012-11-05,17.874290466308594,34.2400016784668,2.109999895095825,12.737674713134766,30.74664878845215,48.03609848022461,4.774838924407959,125.05473327636719,2.988048553466797
2012-11-06,17.820178985595703,34.38999938964844,2.069999933242798,12.796241760253906,31.366044998168945,49.13546371459961,4.907758712768555,125.65383911132812,2.985753297805786
2012-11-07,17.13832664489746,33.470001220703125,2.009999990463257,12.598584175109863,31.17510223388672,47.410072326660156,4.665777206420898,123.67410278320312,2.893953800201416
2012-11-08,16.51637077331543,32.97999954223633,1.9800000190734863,12.32040786743164,30.397357940673828,46.2343635559082,4.710083961486816,122.98831939697266,2.9100193977355957
2012-11-09,16.802318572998047,32.900001525878906,2.0299999713897705,12.313085556030273,30.737327575683594,45.93661880493164,4.63851261138916,122.69071960449219,2.797564744949341
2012-11-12,16.672399520874023,32.70000076293945,1.9900000095367432,12.342368125915527,30.71403694152832,45.26478576660156,4.570349216461182,122.43840026855469,2.7356011867523193
2012-11-13,16.674549102783203,32.540000915527344,2.0899999141693115,12.33504581451416,30.40201759338379,44.226505279541016,4.478327751159668,121.83670043945312,2.714946985244751
2012-11-14,16.48965072631836,32.2400016784668,1.9299999475479126,12.92801284790039,29.94095230102539,43.77606964111328,4.478327751159668,120.01874542236328,2.648393154144287
2012-11-15,16.143817901611328,32.63999938964844,1.8700000047683716,13.132987022399902,30.276268005371094,44.10435104370117,4.457879543304443,120.23872375488281,2.659867525100708
2012-11-16,16.207082748413086,32.650001525878906,1.8600000143051147,13.169590950012207,30.616241455078125,45.203704833984375,4.379491329193115,120.94390106201172,2.6116738319396973
2012-11-19,17.375749588012695,32.91999816894531,1.9199999570846558,13.396522521972656,30.807188034057617,46.69227600097656,4.532858848571777,123.15007781982422,2.6851117610931396
2012-11-20,17.227706909179688,32.63999938964844,1.8799999952316284,13.425806999206543,30.429950714111328,45.92898178100586,3.990961790084839,122.4060287475586,2.653930425643921
2012-11-21,17.251968383789062,32.84000015258789,1.8700000047683716,13.528292655944824,30.509132385253906,47.25738525390625,4.069348335266113,123.11126708984375,2.7301526069641113
2012-11-23,17.552967071533203,33.400001525878906,1.9500000476837158,13.791828155517578,30.96086883544922,47.15813446044922,4.2397565841674805,125.18155670166016,2.7486300468444824
2012-11-26,18.106733322143555,33.290000915527344,1.8700000047683716,13.952879905700684,30.7326717376709,47.4635124206543,4.342000961303711,124.78688049316406,2.797135353088379
2012-11-27,17.960840225219727,33.18000030517578,1.8799999952316284,13.982378959655762,30.52309799194336,46.02059555053711,4.212491512298584,123.71936798095703,2.808685302734375
2012-11-28,17.904333114624023,33.880001068115234,1.9600000381469727,13.88650894165039,30.58829689025879,46.45576477050781,4.338592052459717,124.20462799072266,2.831782341003418
2012-11-29,18.101520538330078,34.09000015258789,2.0399999618530273,14.019248962402344,31.258926391601562,47.753623962402344,4.393125057220459,123.91348266601562,2.7809677124023438
2012-11-30,17.97620391845703,34.61000061035156,2.200000047683716,13.945504188537598,31.310155868530273,46.69242858886719,4.4272074699401855,122.9688949584961,2.7647993564605713
2012-12-03,18.004150390625,34.70000076293945,2.359999895095825,14.034002304077148,31.19373321533203,45.9976921081543,4.3863091468811035,122.5871810913086,2.713984251022339
2012-12-04,17.686565399169922,35.29999923706055,2.259999990463257,14.137248039245605,31.268247604370117,46.58555221557617,4.611246109008789,122.50959014892578,2.7948265075683594
2012-12-05,16.548311233520508,35.400001525878906,2.2899999618530273,14.166747093200684,32.4837646484375,45.730491638183594,4.710083961486816,122.05021667480469,2.762489080429077
2012-12-06,16.807844161987305,35.13999938964844,2.3399999141693115,14.365866661071777,32.58622360229492,45.84501266479492,4.713492393493652,122.72954559326172,2.767108917236328
2012-12-07,16.37816047668457,35.47999954223633,2.359999895095825,14.262619972229004,32.74922561645508,47.356632232666016,4.750982761383057,124.18519592285156,2.762489080429077
2012-12-10,16.272809982299805,35.75,2.319999933242798,14.594474792480469,33.05193328857422,47.761253356933594,4.872097015380859,124.61868286132812,2.854879856109619
2012-12-11,16.628175735473633,35.540000915527344,2.3299999237060547,14.587103843688965,33.657379150390625,50.066864013671875,4.906502723693848,125.64087677001953,2.9218637943267822
2012-12-12,16.554763793945312,35.959999084472656,2.369999885559082,14.5502290725708,33.62477493286133,48.84535598754883,4.999404430389404,124.83216094970703,2.8918371200561523
2012-12-13,16.268817901611328,35.529998779296875,2.4100000858306885,14.557599067687988,33.57353591918945,49.074378967285156,4.989081859588623,124.21105194091797,2.8941454887390137
2012-12-14,15.657615661621094,37.560001373291016,2.390000104904175,14.646100044250488,33.77846145629883,49.63934326171875,5.075098514556885,124.06227111816406,2.9080052375793457
2012-12-17,15.935269355773926,37.41999816894531,2.4600000381469727,14.830467224121094,33.96940231323242,50.524940490722656,4.889299392700195,125.265625,2.896456003189087
2012-12-18,16.398122787475586,37.4900016784668,2.5199999809265137,15.029579162597656,34.58415222167969,51.32899856567383,4.999404430389404,126.60487365722656,2.901076316833496
2012-12-19,16.164997100830078,38.09000015258789,2.5199999809265137,14.948458671569824,34.12308883666992,50.7310676574707,4.947794437408447,126.210205078125,2.9218637943267822
2012-12-20,16.024337768554688,37.869998931884766,2.4000000953674316,14.926337242126465,34.33267593383789,50.05923843383789,4.964996814727783,126.00965881347656,2.9195544719696045
2012-12-21,15.950623512268066,37.709999084472656,2.5899999141693115,14.719839096069336,34.33732604980469,50.50203323364258,4.934030532836914,125.13628387451172,2.852571487426758
2012-12-24,15.976422309875488,37.529998779296875,2.4800000190734863,14.623974800109863,34.16035461425781,49.85309982299805,4.820484638214111,124.47635650634766,2.829472780227661
2012-12-26,15.756208419799805,37.54999923706055,2.430000066757202,14.690346717834473,34.067203521728516,50.005794525146484,4.858332633972168,124.18519592285156,2.8271634578704834
2012-12-27,15.819479942321777,37.29999923706055,2.390000104904175,14.491227149963379,33.997344970703125,49.723323822021484,4.830806732177734,124.67692565917969,2.808685302734375
2012-12-28,15.651467323303223,36.900001525878906,2.2799999713897705,14.343735694885254,33.67599868774414,49.08964920043945,4.7069411277771,122.81364440917969,2.7948265075683594
2012-12-31,16.34498405456543,37.68000030517578,2.4000000953674316,14.491227149963379,34.40717697143555,50.097415924072266,4.9030632972717285,123.92645263671875,2.831782341003418
2013-01-02,16.862821578979492,38.34000015258789,2.5299999713897705,15.000081062316895,35.45970153808594,52.0442008972168,5.167999744415283,127.0318374633789,2.938032865524292
2013-01-03,16.649980545043945,37.75,2.490000009536743,15.081206321716309,35.0964469909668,50.28461456298828,5.20928955078125,126.33316040039062,2.9403417110443115
2013-01-04,16.186201095581055,38.130001068115234,2.5899999141693115,15.103324890136719,35.01260757446289,50.80741500854492,5.20928955078125,125.50504302978516,3.0373523235321045
2013-01-07,16.09098243713379,37.939998626708984,2.6700000762939453,14.963210105895996,35.16630172729492,52.036563873291016,5.219613075256348,124.95513153076172,2.9495818614959717
2013-01-08,16.13429069519043,38.13999938964844,2.6700000762939453,14.977961540222168,34.6959228515625,52.265594482421875,5.2953081130981445,124.78043365478516,2.8849074840545654
2013-01-09,15.882132530212402,38.65999984741211,2.630000114440918,14.970582962036133,34.65401840209961,54.013893127441406,5.4535813331604,124.4245834350586,2.8202335834503174
2013-01-10,16.079008102416992,38.619998931884766,2.619999885559082,15.073831558227539,34.95207595825195,53.80776596069336,5.601534366607666,124.78688049316406,2.824852705001831
2013-01-11,15.980422019958496,38.09000015258789,2.6700000762939453,15.103324890136719,36.54481506347656,54.563575744628906,5.560244560241699,125.8026351928711,2.8202335834503174
2013-01-14,15.41067886352539,38.15999984741211,2.640000104904175,15.46468448638916,36.5355110168457,53.98335647583008,5.832065105438232,124.61868286132812,2.8179242610931396
2013-01-15,14.92447566986084,38.150001525878906,2.680000066757202,15.472064018249512,36.40045166015625,53.227542877197266,5.687553882598877,124.54103088378906,2.767108917236328
