Date,ALTR.LS,EDPR.LS,GALP.LS,JMT.LS,NOS.LS,NVG.LS,SEM.LS,SON.LS
2018-01-02,3.7087013721466064,6.706018924713135,12.096892356872559,13.641322135925293,3.638669013977051,3.1888129711151123,15.043845176696777,0.8823900818824768
2018-01-03,3.78715443611145,6.575193405151367,12.229143142700195,13.755069732666016,3.64847731590271,3.24432110786438,15.043845176696777,0.8961060047149658
2018-01-04,3.829946994781494,6.570348739624023,12.369170188903809,14.319596290588379,3.6550161838531494,3.279379367828369,15.279693603515625,0.9067739248275757
2018-01-05,3.765758514404297,6.580039024353027,12.411956787109375,14.349085807800293,3.64847731590271,3.26623272895813,15.212307929992676,0.9067739248275757
2018-01-08,3.780021905899048,6.793236255645752,12.369170188903809,14.281678199768066,3.6419386863708496,3.302751302719116,15.498695373535156,0.9052499532699585
2018-01-09,3.7942864894866943,6.754472732543945,12.326384544372559,14.151081085205078,3.645207405090332,3.3451130390167236,15.717700004577637,0.9090598821640015
2018-01-10,3.737229585647583,6.783545017242432,12.520867347717285,14.121589660644531,3.64847731590271,3.3494951725006104,15.886164665222168,0.9090598821640015
2018-01-11,3.7229650020599365,6.831998825073242,12.664785385131836,13.965712547302246,3.6321306228637695,3.331965923309326,15.785085678100586,0.9014399647712708
2018-01-12,3.665908098220825,6.851379871368408,12.641448020935059,14.580794334411621,3.5961694717407227,3.3275840282440186,15.700854301452637,0.9273478388786316
2018-01-15,3.6516435146331787,6.861070156097412,12.606440544128418,14.707181930541992,3.5896310806274414,3.3524169921875,15.684005737304688,0.915155827999115
2018-01-16,3.644512176513672,6.851379871368408,12.524759292602539,14.59764575958252,3.6059770584106445,3.3553385734558105,15.700854301452637,0.918965756893158
2018-01-17,3.623115062713623,6.8804521560668945,12.540315628051758,14.66083812713623,3.619053602218628,3.323201894760132,15.650315284729004,0.9128698110580444
2018-01-18,3.623115062713623,6.851379871368408,12.559765815734863,14.871482849121094,3.638669013977051,3.364102363586426,15.582926750183105,0.9220137596130371
2018-01-19,3.6801724433898926,6.841689586639404,12.571433067321777,14.795648574829102,3.619053602218628,3.397700071334839,15.633465766906738,0.9364916682243347
2018-01-22,3.6730408668518066,6.890142917633057,12.74257755279541,14.749309539794922,3.5994386672973633,3.400620937347412,15.768237113952637,0.9319196939468384
2018-01-23,3.665908098220825,6.8852972984313965,12.754249572753906,14.745097160339355,3.628861427307129,3.3889353275299072,15.886164665222168,0.9242998361587524
2018-01-24,3.615983724594116,6.841689586639404,12.781476020812988,14.643986701965332,3.619053602218628,3.3392701148986816,15.869318008422852,0.9349676966667175
2018-01-25,3.5803234577178955,6.8804521560668945,12.723132133483887,14.639774322509766,3.5765533447265625,3.3158981800079346,15.700854301452637,0.9852592945098877
2018-01-26,3.5410964488983154,6.8804521560668945,12.567544937133789,14.635562896728516,3.5961694717407227,3.318819522857666,15.650315284729004,0.9684953689575195
2018-01-29,3.533963918685913,6.870761394500732,12.345831871032715,14.614496231079102,3.5438618659973145,3.3173584938049316,15.582926750183105,0.9715434312820435
2018-01-30,3.437680244445801,6.841689586639404,12.151350021362305,14.643986701965332,3.566746234893799,3.3173584938049316,15.465004920959473,0.9837353825569153
2018-01-31,3.4697749614715576,6.831998825073242,11.956865310668945,14.454405784606934,3.586361885070801,3.302751302719116,15.481849670410156,0.9852592945098877
2018-02-01,3.3841898441314697,6.8659162521362305,12.096892356872559,14.424917221069336,3.537322521209717,3.2428605556488037,15.431307792663574,0.9761154055595398
2018-02-02,3.323566436767578,6.851379871368408,11.875181198120117,14.21005916595459,3.4752073287963867,3.174205780029297,15.279693603515625,0.9509696960449219
2018-02-05,3.2629435062408447,6.754472732543945,11.61068344116211,14.121589660644531,3.377129554748535,3.079256772994995,14.993302345275879,0.9326817989349365
2018-02-06,3.2879059314727783,6.647873401641846,11.365633964538574,13.868814468383789,3.3182830810546875,3.0807175636291504,14.757454872131348,0.9052499532699585
2018-02-07,3.3699257373809814,6.77869987487793,11.67680835723877,13.969925880432129,3.305206060409546,3.0924036502838135,15.16176700592041,0.9364916682243347
2018-02-08,3.2237167358398438,6.725400447845459,11.43175983428955,14.256402969360352,3.295398712158203,3.0193660259246826,14.824840545654297,0.9288716912269592
2018-02-09,3.145263671875,6.67210054397583,11.283951759338379,14.336446762084961,3.205167531967163,2.936103343963623,14.77430248260498,0.9044879674911499
2018-02-12,3.2451133728027344,6.749627590179443,11.353965759277344,14.374360084533691,3.279052257537842,2.9857687950134277,15.077536582946777,0.918965756893158
2018-02-13,3.1666600704193115,6.890142917633057,11.225605964660645,14.55551528930664,3.247014045715332,3.0062196254730225,14.976458549499512,0.915155827999115
2018-02-14,3.145263671875,6.899833679199219,11.303398132324219,14.568156242370605,3.2561676502227783,3.0252089500427246,15.19546127319336,0.9060119390487671
2018-02-15,3.177358388900757,6.919215679168701,11.268392562866211,14.753520965576172,3.267937183380127,3.0748746395111084,15.16176700592041,0.9265856146812439
2018-02-16,3.2058866024017334,6.96282434463501,11.497881889343262,14.816715240478516,3.3248214721679688,3.0938642024993896,15.16176700592041,0.9403015971183777
2018-02-19,3.2094528675079346,6.914370536804199,11.43175983428955,14.622923851013184,3.305206060409546,3.0997071266174316,15.262846946716309,0.9319196939468384
2018-02-20,3.2950379848480225,6.870761394500732,11.416199684143066,14.846207618713379,3.2823219299316406,3.2253315448760986,15.684005737304688,0.9288716912269592
2018-02-21,3.387755870819092,6.861070156097412,11.54455852508545,14.808290481567383,3.26924467086792,3.2954471111297607,15.818779945373535,0.9364916682243347
