Date,AAPL,ADBE,AMD,CSCO,CTSH,CTXS,HPQ,IBM,NVDA
2018-01-02,40.95048904418945,177.6999969482422,10.979999542236328,33.40040588378906,66.51309967041016,85.02647399902344,18.482112884521484,116.03672790527344,49.347293853759766
2018-01-03,40.943363189697266,181.0399932861328,11.550000190734863,33.66685104370117,67.0755844116211,85.94680786132812,18.52545928955078,119.226318359375,52.59503173828125
2018-01-04,41.133544921875,183.22000122070312,12.119999885559082,33.762107849121094,68.13493347167969,86.95342254638672,18.664159774780273,121.64108276367188,52.87227249145508
2018-01-05,41.60185623168945,185.33999633789062,11.880000114440918,34.229698181152344,68.71614837646484,87.70121765136719,18.854875564575195,122.23534393310547,53.32032775878906
2018-01-08,41.44733428955078,185.0399932861328,12.279999732971191,34.584716796875,68.78176879882812,87.21228790283203,18.932891845703125,122.97262573242188,54.9541015625
2018-01-09,41.442588806152344,186.6999969482422,11.819999694824219,34.36823654174805,68.86613464355469,87.42321014404297,18.906885147094727,123.243408203125,54.93924331665039
2018-01-10,41.433074951171875,187.11000061035156,11.960000038146973,34.55873489379883,69.34423828125,87.06847381591797,19.114940643310547,123.50669860839844,55.369964599609375
2018-01-11,41.66841506958008,188.9199981689453,12.140000343322754,34.72325897216797,69.38175964355469,86.10018920898438,19.42702293395996,123.52176666259766,55.46897506713867
2018-01-12,42.09870910644531,195.0500030517578,12.020000457763672,35.39002227783203,69.8973388671875,86.32070922851562,19.869136810302734,122.7243423461914,55.19668960571289
2018-01-16,41.88475036621094,192.4600067138672,11.90999984741211,35.10426712036133,70.05673217773438,86.24398803710938,19.834455490112305,123.25846862792969,54.48623275756836
2018-01-17,42.5765380859375,196.49000549316406,12.180000305175781,35.67577362060547,71.0973129272461,87.42321014404297,20.337255477905273,126.86935424804688,55.62741470336914
2018-01-18,42.61457443237305,196.1999969482422,12.470000267028809,35.76236343383789,71.95040130615234,87.6053466796875,20.18988609313965,127.22288513183594,55.5580940246582
