Date,COST,KO,PEP,PG,PM,UL,WMT
2022-04-01,572.6112670898438,61.96723556518555,167.4619903564453,152.1501922607422,94.23448181152344,45.31206130981445,149.81060791015625
2022-04-04,572.1735229492188,61.64197540283203,167.0279541015625,151.1593475341797,93.74762725830078,45.26344680786133,149.8403778076172
2022-04-05,572.362548828125,61.57297897338867,167.2055206298828,151.68911743164062,93.14393615722656,44.88422775268555,150.2669677734375
2022-04-06,581.7838745117188,62.193931579589844,170.05638122558594,153.85720825195312,96.41555786132812,44.641136169433594,153.75900268554688
2022-04-07,604.9242553710938,62.529048919677734,170.2142333984375,155.84873962402344,97.04846954345703,44.84532928466797,155.2966766357422
2022-04-08,596.9554443359375,62.9134521484375,170.78639221191406,157.06524658203125,97.43794250488281,44.56334686279297,156.1597900390625
2022-04-11,581.6644287109375,62.893741607666016,170.26356506347656,156.46681213378906,98.57716369628906,44.1063346862793,153.06455993652344
2022-04-12,578.3714599609375,63.63296890258789,170.95407104492188,155.9958953857422,97.84689331054688,43.270103454589844,152.0129852294922
2022-04-13,588.051513671875,63.8005256652832,170.65814208984375,156.4373779296875,98.53821563720703,43.76600646972656,155.97129821777344
2022-04-14,587.3550415039062,64.08635711669922,169.57302856445312,155.5642547607422,99.09323120117188,43.425682067871094,155.83241271972656
2022-04-18,579.1275634765625,63.51469421386719,168.11305236816406,154.0828399658203,98.39217376708984,42.997840881347656,154.64193725585938
2022-04-19,591.2449951171875,64.1356430053711,170.55947875976562,156.38832092285156,99.8819351196289,43.55208969116211,156.3978729248047
2022-04-20,600.427490234375,65.01287078857422,173.09471130371094,160.5479278564453,100.33956909179688,44.1646728515625,158.36215209960938
2022-04-21,588.6981201171875,65.25926971435547,172.47323608398438,160.4226531982422,102.29669189453125,44.2813606262207,158.60023498535156
2022-04-22,568.7611694335938,64.31305694580078,169.8196258544922,159.08094787597656,99.98902893066406,44.15495300292969,155.61415100097656
2022-04-25,565.2891845703125,64.99315643310547,171.38812255859375,160.36346435546875,99.83324432373047,45.10786819458008,155.69351196289062
2022-04-26,550.9134521484375,64.11593627929688,170.95407104492188,157.6405792236328,100.06692504882812,44.398040771484375,154.06655883789062
2022-04-27,551.2317504882812,64.61860656738281,172.48309326171875,157.21636962890625,99.01534271240234,43.6007080078125,153.0149688720703
2022-04-28,560.0206298828125,65.23956298828125,175.09722900390625,161.21189880371094,99.71640014648438,44.88422775268555,154.96932983398438
2022-04-29,529.8472900390625,63.682247161865234,169.38560485839844,158.39036560058594,97.36978149414062,44.9814567565918,151.77490234375
2022-05-02,527.0870361328125,62.529048919677734,165.4890594482422,156.2495574951172,95.9773941040039,44.37859344482422,150.77291870117188
2022-05-03,526.2201538085938,62.17422103881836,165.71595764160156,154.10874938964844,96.3863525390625,44.38832092285156,151.2987060546875
2022-05-04,542.5125122070312,64.09622192382812,171.50648498535156,155.2432861328125,97.91505432128906,44.63140869140625,153.39193725585938
2022-05-05,515.4979858398438,63.58368682861328,168.08346557617188,152.38229370117188,97.14582824707031,43.581260681152344,152.07766723632812
2022-05-06,501.587158203125,63.81038284301758,168.10321044921875,153.9015655517578,96.3376693725586,43.25065231323242,148.9114532470703
2022-05-09,497.0731201171875,63.682247161865234,169.375732421875,153.51681518554688,97.24320220947266,43.59098815917969,150.65386962890625
2022-05-10,499.69384765625,63.09086608886719,169.1685791015625,152.7078399658203,96.27924346923828,44.23274230957031,148.53309631347656
2022-05-11,487.3574523925781,63.38655471801758,168.3498077392578,150.55715942382812,100.89457702636719,43.48402404785156,146.9798583984375
2022-05-12,484.4676818847656,63.58368682861328,168.09332275390625,149.94552612304688,100.6511459350586,43.9410285949707,146.84046936035156
2022-05-13,495.51861572265625,64.77631378173828,171.36839294433594,151.55357360839844,101.68326568603516,44.89394760131836,147.4080047607422
2022-05-16,492.78826904296875,65.01287078857422,173.09471130371094,153.0334014892578,103.12434387207031,44.31052780151367,147.56732177734375
2022-05-17,488.7425842285156,64.83544921875,172.098388671875,152.59930419921875,103.50408172607422,44.5925178527832,130.78042602539062
2022-05-18,427.8876647949219,60.32121658325195,161.43470764160156,143.0889892578125,103.38724517822266,42.9783935546875,121.89910125732422
2022-05-19,421.4404296875,59.13844680786133,159.0178680419922,139.79393005371094,97.85662841796875,42.29654312133789,118.55367279052734
2022-05-20,414.96331787109375,60.104373931884766,160.0142059326172,139.88270568847656,98.48954010009766,43.220088958740234,118.68310546875
2022-05-23,427.9673767089844,61.95737838745117,163.3583221435547,143.09886169433594,100.2032470703125,43.66221237182617,122.068359375
2022-05-24,436.16839599609375,63.1007194519043,165.5482635498047,145.6441650390625,103.81566619873047,43.91766357421875,123.59172821044922
2022-05-25,438.5599365234375,63.150001525878906,166.6826934814453,143.2567138671875,105.71437072753906,43.09236526489258,122.83502960205078
2022-05-26,463.352294921875,63.376705169677734,167.80726623535156,144.50961303710938,105.22752380371094,43.053062438964844,125.45362091064453
2022-05-27,469.1020202636719,63.75124740600586,169.44479370117188,146.71949768066406,104.15645599365234,43.210262298583984,127.92285919189453
2022-05-31,464.5780029296875,62.46990966796875,165.4792022705078,145.89080810546875,103.45539093017578,47.484130859375,128.0722198486328
2022-06-01,455.3804931640625,62.164363861083984,164.23626708984375,143.68092346191406,102.97828674316406,45.43070983886719,124.90599822998047
2022-06-02,485.89263916015625,62.814884185791016,165.5673065185547,145.2298126220703,103.41645050048828,45.83353805541992,126.95707702636719
2022-06-03,474.5726623535156,62.065799713134766,163.74954223632812,143.9275665283203,102.74459075927734,45.705810546875,124.77656555175781
2022-06-06,470.80596923828125,61.96723556518555,164.43492126464844,143.365234375,103.5722427368164,45.89248275756836,124.32852172851562
2022-06-07,470.118408203125,62.34177780151367,165.4481201171875,144.96343994140625,103.48460388183594,45.931785583496094,122.83502960205078
2022-06-08,466.34173583984375,61.98694610595703,164.6236572265625,143.15805053710938,100.8166732788086,45.234214782714844,121.76966857910156
2022-06-09,470.387451171875,60.91259765625,161.693359375,140.57330322265625,99.01534271240234,44.399085998535156,120.49520874023438
2022-06-10,461.67822265625,60.5281982421875,161.43508911132812,140.04055786132812,99.63850402832031,44.2713623046875,121.1722640991211
2022-06-13,450.6571960449219,60.459205627441406,158.6736602783203,136.2916717529297,95.90924072265625,43.51483917236328,118.89219665527344
2022-06-14,453.1982116699219,58.801292419433594,155.0778045654297,132.03965759277344,96.36688232421875,42.79761505126953,118.94197845458984
2022-06-15,457.1741638183594,59.23810577392578,156.73666381835938,130.7275390625,95.62686920166016,43.28886795043945,118.86231994628906
2022-06-16,450.1689147949219,58.64244842529297,155.9817352294922,131.5266571044922,95.68528747558594,42.92533874511719,120.09695434570312
2022-06-17,445.1167907714844,58.99984359741211,156.01153564453125,130.57955932617188,95.37370300292969,42.95481491088867,117.77705383300781
2022-06-21,461.4789123535156,60.260650634765625,159.63717651367188,134.53562927246094,97.46715545654297,43.59343719482422,121.64022827148438
2022-06-22,458.34002685546875,60.7073974609375,160.9483642578125,136.63697814941406,96.57135009765625,43.59343719482422,120.1666488647461
2022-06-23,473.3270568847656,61.43210983276367,163.00454711914062,140.3858642578125,98.89849090576172,43.789939880371094,123.08393859863281
2022-06-24,482.6640625,62.583717346191406,165.02099609375,142.4082794189453,100.68035888671875,45.44053268432617,123.18350982666016
2022-06-27,480.05328369140625,62.454654693603516,165.23953247070312,141.3230743408203,100.00850677490234,45.19491195678711,123.58177185058594
2022-06-28,466.9595642089844,61.82921600341797,162.91514587402344,139.0244140625,99.74561309814453,44.53663635253906,121.83936309814453
2022-06-29,468.1852111816406,62.27595901489258,165.6169891357422,140.28720092773438,98.21690368652344,44.762611389160156,121.39131164550781
2022-06-30,477.59197998046875,62.454654693603516,165.54745483398438,141.85580444335938,97.34928894042969,45.027889251708984,121.05278778076172
2022-07-01,484.0491943359375,63.91401290893555,168.2592315673828,144.1446075439453,98.31549072265625,45.479835510253906,122.09822845458984
2022-07-05,486.54034423828125,62.82197570800781,167.8817596435547,142.75355529785156,96.69859313964844,45.03771209716797,123.7112045288086
2022-07-06,490.9149169921875,62.95103454589844,169.56048583984375,144.08541870117188,93.66197204589844,45.371761322021484,124.58738708496094
2022-07-07,493.2068176269531,62.454654693603516,169.22274780273438,144.0360870361328,93.65210723876953,45.32263946533203,124.77656555175781
2022-07-08,499.77362060546875,62.68299102783203,170.7326202392578,143.06927490234375,92.5676040649414,45.32263946533203,124.8562240600586
2022-07-11,497.14288330078125,62.48443603515625,169.33201599121094,144.07554626464844,91.91690063476562,44.978759765625,124.90599822998047
2022-07-12,488.84222412109375,62.216392517089844,168.36849975585938,142.80288696289062,92.47887420654297,45.214561462402344,124.52764892578125
2022-07-13,490.4864196777344,61.92849349975586,168.96449279785156,143.74012756347656,89.37323760986328,45.46018600463867,124.82635498046875
2022-07-14,510.136962890625,61.72993850708008,169.83860778808594,143.31590270996094,88.35774993896484,45.126136779785156,127.2657241821289
2022-07-15,521.108154296875,62.04762268066406,169.97767639160156,143.1186065673828,88.90985870361328,45.4012336730957,128.51031494140625
2022-07-18,514.4815673828125,61.20377731323242,167.1367645263672,141.38226318359375,88.24929809570312,45.13595962524414,128.21160888671875
2022-07-19,518.397705078125,62.0774040222168,168.9247589111328,142.10243225097656,90.14225006103516,46.47216033935547,128.99818420410156
2022-07-20,522.353759765625,61.05486297607422,167.1367645263672,139.64593505859375,88.56478881835938,45.75493621826172,130.07350158691406
2022-07-21,527.5952758789062,60.91587448120117,167.38510131835938,139.7779998779297,92.2718276977539,45.843360900878906,131.9752197265625
2022-07-22,527.8543090820312,61.14421081542969,168.47776794433594,142.01214599609375,94.57887268066406,46.197059631347656,131.63670349121094
2022-07-25,527.2764282226562,61.739864349365234,168.71617126464844,142.97531127929688,94.4901351928711,46.31495666503906,131.44752502441406
2022-07-26,510.1269836425781,62.75248336791992,170.6829376220703,143.2533416748047,95.17041778564453,47.995025634765625,121.45105743408203
2022-07-27,520.4703979492188,62.55392837524414,170.4445343017578,144.61367797851562,95.59436798095703,47.59220504760742,126.04105377197266
2022-07-28,535.2138061523438,63.59632873535156,173.6728515625,147.01663208007812,95.80140686035156,47.49395751953125,129.18736267089844
2022-07-29,540.3245849609375,63.70553207397461,173.79205322265625,137.9311065673828,95.78169250488281,47.808353424072266,131.47738647460938
2022-08-01,545.8246459960938,64.0530014038086,175.7687530517578,141.8929901123047,97.09295654296875,48.044158935546875,131.9652557373047
2022-08-02,542.480712890625,63.17937088012695,174.31851196289062,140.94967651367188,97.26056671142578,47.64133071899414,132.10464477539062
2022-08-03,546.0242919921875,63.45734405517578,175.64956665039062,143.85903930664062,97.41830444335938,47.94590377807617,129.93411254882812
2022-08-04,542.3010864257812,63.20915222167969,174.6959686279297,143.6306610107422,96.61972045898438,47.99943161010742,125.02548217773438
2022-08-05,539.6957397460938,62.9212532043457,173.38478088378906,143.70016479492188,96.22534942626953,47.65247344970703,126.0311050415039
2022-08-08,540.9235229492188,62.51422119140625,172.68946838378906,144.2462921142578,96.26478576660156,47.99943161010742,127.056640625
2022-08-09,534.8544921875,62.59364318847656,173.33511352539062,143.90867614746094,95.99859619140625,47.434383392333984,128.31117248535156
2022-08-10,538.8472900390625,63.189300537109375,174.7655029296875,145.26904296875,96.74788665771484,47.95978546142578,128.5800018310547
2022-08-11,531.2410278320312,62.762413024902344,173.8715057373047,144.23635864257812,98.06901550292969,47.23612594604492,129.82000732421875
2022-08-12,536.2420043945312,63.23893737792969,176.14622497558594,145.6364288330078,97.84224700927734,47.364994049072266,132.22000122070312
2022-08-15,544.7666015625,64.03314971923828,178.0832061767578,147.5131072998047,99.57746124267578,47.39473342895508,132.60000610351562
